"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"MIR29B1"	0.00070231734288241	0.356827112170427	0.535	0.367	1	"2"	"MIR29B1"
"TNFAIP81"	0.000769050162222095	0.412621562951548	0.482	0.374	1	"2"	"TNFAIP8"
"TAF2"	0.000774555793306681	0.466136198693679	0.272	0.146	1	"2"	"TAF2"
"PRPF38A"	0.000827955322822048	0.525602554106312	0.316	0.188	1	"2"	"PRPF38A"
"HNRNPLL"	0.000846143932024976	0.279630641513077	0.772	0.65	1	"2"	"HNRNPLL"
"SH2D1A1"	0.00084790833022737	0.338642845126672	0.658	0.504	1	"2"	"SH2D1A"
"ATP2C1"	0.000884297184453266	0.505374830370808	0.307	0.182	1	"2"	"ATP2C1"
"CSNK1G3"	0.000892191489168238	0.510120033051003	0.307	0.183	1	"2"	"CSNK1G3"
"MAP3K2"	0.000898864543446233	0.446462427120165	0.377	0.244	1	"2"	"MAP3K2"
"CEBPZ1"	0.000920211726952468	0.452225683565685	0.395	0.253	1	"2"	"CEBPZ"
"ZDBF2"	0.000927309220231491	0.353035365002456	0.281	0.155	1	"2"	"ZDBF2"
"NCDN1"	0.000944482417790718	0.449705690813254	0.404	0.265	1	"2"	"NCDN"
"NGRN"	0.000946970654779341	0.466892142346967	0.412	0.276	1	"2"	"NGRN"
"CXorf40B"	0.000961853335706275	0.489583136528805	0.351	0.221	1	"2"	"CXorf40B"
"NFAT5"	0.000974204851867157	0.36394787258121	0.658	0.507	1	"2"	"NFAT5"
"SERP1"	0.00105549043186229	0.285222401137308	0.623	0.501	1	"2"	"SERP1"
"MDM2"	0.00106204626327536	0.408249926577714	0.535	0.414	1	"2"	"MDM2"
"AKIRIN1"	0.00107647497655587	0.436893785759267	0.43	0.296	1	"2"	"AKIRIN1"
"PTGES3"	0.001080274117048	0.272327802047259	0.693	0.59	1	"2"	"PTGES3"
"JMY"	0.00112587638239182	0.409926711286949	0.43	0.292	1	"2"	"JMY"
"GRAMD1A1"	0.00114058391296122	0.58920503690567	0.316	0.201	1	"2"	"GRAMD1A"
"FTH1P7"	0.0012400692705538	0.36566713910229	0.526	0.414	1	"2"	"FTH1P7"
"HLA-DRB5"	0.00127882031828231	0.359755716113984	0.614	0.453	1	"2"	"HLA-DRB5"
"DCXR1"	0.00131796671141348	0.466627900485849	0.395	0.268	1	"2"	"DCXR"
"NAMPTL"	0.00133434286447059	0.455746039750821	0.474	0.378	1	"2"	"NAMPTL"
"IRF2BPL"	0.00137141897592906	0.367875777233293	0.289	0.177	1	"2"	"IRF2BPL"
"PSMC41"	0.00145484646796076	0.4061054642807	0.404	0.257	1	"2"	"PSMC4"
"GRSF1"	0.00146353505005091	0.337415631077735	0.509	0.382	1	"2"	"GRSF1"
"SLC35B1"	0.00150389453834675	0.509248527786878	0.316	0.192	1	"2"	"SLC35B1"
"PHF8"	0.00151551124564574	0.481356815791425	0.281	0.164	1	"2"	"PHF8"
"JTB"	0.00153852384638676	0.466349487997588	0.377	0.251	1	"2"	"JTB"
"COX7A2"	0.00154158235787603	0.396638457641253	0.596	0.423	1	"2"	"COX7A2"
"SYAP1"	0.00156419251811004	0.454224605838667	0.482	0.359	1	"2"	"SYAP1"
"YME1L1"	0.00158364865811901	0.267880217236796	0.754	0.651	1	"2"	"YME1L1"
"CTB-119C2.1"	0.00170880872964172	0.471229364480899	0.368	0.243	1	"2"	"CTB-119C2.1"
"NUDT4"	0.00171366346873555	0.406341147392614	0.412	0.278	1	"2"	"NUDT4"
"CDK61"	0.00171815103195149	0.400600867980041	0.509	0.355	1	"2"	"CDK6"
"FTH1P23"	0.00175963588704823	0.355641454124969	0.351	0.228	1	"2"	"FTH1P23"
"TSC22D2"	0.0017736685844723	0.397374130097449	0.395	0.258	1	"2"	"TSC22D2"
"PDE4A"	0.0017832260517714	0.482848081919542	0.351	0.236	1	"2"	"PDE4A"
"ORC4"	0.00180617924409833	0.568261396209659	0.263	0.155	1	"2"	"ORC4"
"YIPF5"	0.00182041019795462	0.488259778830462	0.333	0.21	1	"2"	"YIPF5"
"ZEB21"	0.00187552083043589	0.521534820030926	0.298	0.182	1	"2"	"ZEB2"
"YTHDC1"	0.0019262942770496	0.386302728180949	0.553	0.417	1	"2"	"YTHDC1"
"ZNF4101"	0.00197262730102734	0.385720228760327	0.474	0.346	1	"2"	"ZNF410"
"SENP5"	0.00197437522591216	0.37358063408361	0.5	0.375	1	"2"	"SENP5"
"FOSL2"	0.00202686291102483	0.349958209094594	0.623	0.484	1	"2"	"FOSL2"
"ELMSAN1"	0.00204865188432674	0.35754012445816	0.579	0.413	1	"2"	"ELMSAN1"
"ZC3H12D"	0.00212582528259774	0.295607936445159	0.632	0.497	1	"2"	"ZC3H12D"
"TBC1D23"	0.00217135174854351	0.479073215642715	0.263	0.157	1	"2"	"TBC1D23"
"TNIP2"	0.00217376969783026	0.463513504557655	0.281	0.166	1	"2"	"TNIP2"
"SERTAD1"	0.00218789509721068	0.459690183351907	0.342	0.227	1	"2"	"SERTAD1"
"ATP6V1H"	0.00230786335219206	0.415144435114084	0.281	0.158	1	"2"	"ATP6V1H"
"IP6K2"	0.00233153780393992	0.444161407282773	0.43	0.299	1	"2"	"IP6K2"
"ATG13"	0.00236244018271122	0.509260008800561	0.386	0.263	1	"2"	"ATG13"
"IST1"	0.00239774038386034	0.33711984483159	0.64	0.47	1	"2"	"IST1"
"CCR71"	0.0024523142726862	0.473161660898666	0.281	0.164	1	"2"	"CCR7"
"BTLA1"	0.00245453473816099	0.400987891595169	0.412	0.266	1	"2"	"BTLA"
"RPS4Y1"	0.00247598718885825	0.414629504282556	0.57	0.401	1	"2"	"RPS4Y1"
"COX20"	0.00249916085592532	0.455894422904233	0.351	0.226	1	"2"	"COX20"
"RRAGA"	0.00254601820066959	0.485820237555	0.272	0.164	1	"2"	"RRAGA"
"HIST1H2BK1"	0.00254915607413402	0.460730220208237	0.307	0.194	1	"2"	"HIST1H2BK"
"TNIP1"	0.00258221670563895	0.359462909801813	0.579	0.447	1	"2"	"TNIP1"
"CTB-50E14.5"	0.0025916700649517	0.380006827061497	0.342	0.219	1	"2"	"CTB-50E14.5"
"NXF1"	0.00268988928703613	0.376774631890491	0.518	0.413	1	"2"	"NXF1"
"TMED2"	0.00273277039565702	0.297478987823529	0.623	0.497	1	"2"	"TMED2"
"SFPQ"	0.00273421748582979	0.339043824891338	0.614	0.498	1	"2"	"SFPQ"
"RP11-345J4.8"	0.00277010750375214	0.367201169770263	0.36	0.228	1	"2"	"RP11-345J4.8"
"CDK12"	0.00280173025114881	0.413480137120763	0.395	0.276	1	"2"	"CDK12"
"PSPC1"	0.00284070091257445	0.424406927228012	0.447	0.329	1	"2"	"PSPC1"
"ILF2"	0.00292196689751799	0.381794681998211	0.482	0.373	1	"2"	"ILF2"
"DHX9"	0.00293430290638489	0.37702081452597	0.456	0.314	1	"2"	"DHX9"
"TNFRSF18"	0.0029645687617156	0.29291749400321	0.754	0.604	1	"2"	"TNFRSF18"
"TMBIM11"	0.00297278845004876	0.491836705838787	0.333	0.227	1	"2"	"TMBIM1"
"BTG3"	0.00299682436983123	0.347105423364	0.544	0.397	1	"2"	"BTG3"
"TRMT112"	0.00306990218135412	0.308369242768595	0.57	0.469	1	"2"	"TRMT112"
"KLHL18"	0.00309565230394317	0.428018018425742	0.254	0.146	1	"2"	"KLHL18"
"DNAJC7"	0.00317933830528476	0.416312467512153	0.421	0.301	1	"2"	"DNAJC7"
"TPI1P11"	0.00318367536795767	0.254221155968291	0.632	0.45	1	"2"	"TPI1P1"
"ATG2A"	0.0031884573079102	0.429712334977397	0.298	0.188	1	"2"	"ATG2A"
"NUP98"	0.00326319727167921	0.320191720040385	0.667	0.506	1	"2"	"NUP98"
"CCNL1"	0.00333530037549602	0.266675623893138	0.64	0.571	1	"2"	"CCNL1"
"CASC7"	0.00334049755459486	0.380808922415066	0.421	0.299	1	"2"	"CASC7"
"IRF4"	0.00341239506378544	0.438514162731363	0.377	0.255	1	"2"	"IRF4"
"B3GNT2"	0.00344296077539082	0.53269071534472	0.307	0.205	1	"2"	"B3GNT2"
"HM13"	0.00344695093681813	0.341339591437287	0.526	0.402	1	"2"	"HM13"
"VDR1"	0.00345800668338527	0.418117401928107	0.404	0.286	1	"2"	"VDR"
"ATP6V0D1"	0.00359640000621332	0.416598706028396	0.404	0.289	1	"2"	"ATP6V0D1"
"RAB35"	0.00361338382557077	0.413905049166677	0.307	0.194	1	"2"	"RAB35"
"CTD-2636A23.2"	0.00362222830294124	0.391820902496528	0.316	0.194	1	"2"	"CTD-2636A23.2"
"SRP54"	0.00373841273137512	0.44999352849345	0.351	0.239	1	"2"	"SRP54"
"NUMA1"	0.00376052736933566	0.36284431216785	0.518	0.374	1	"2"	"NUMA1"
"RMND5A"	0.00377830663177073	0.43265531828939	0.325	0.213	1	"2"	"RMND5A"
"MRFAP1"	0.00379355203819146	0.282707171642513	0.632	0.517	1	"2"	"MRFAP1"
"RWDD1"	0.00380179621549547	0.462054247511987	0.36	0.25	1	"2"	"RWDD1"
"CUL3"	0.00387363538083007	0.470794530632425	0.368	0.264	1	"2"	"CUL3"
"EIF3J"	0.00391652975492816	0.479982552655639	0.368	0.263	1	"2"	"EIF3J"
"NDUFV2P11"	0.00396394027499547	0.296061038130643	0.509	0.387	1	"2"	"NDUFV2P1"
"UBQLN1"	0.00396737457511661	0.445699206914438	0.412	0.304	1	"2"	"UBQLN1"
"RSRC2"	0.00396893892882576	0.30092340539276	0.596	0.517	1	"2"	"RSRC2"
"ARF4"	0.00399602292515597	0.37724131070643	0.421	0.292	1	"2"	"ARF4"
"CHD2"	0.00400182894527931	0.29730594365849	0.711	0.588	1	"2"	"CHD2"
"PAPOLA"	0.00401259892433104	0.368386610704722	0.5	0.414	1	"2"	"PAPOLA"
"FTH1P2"	0.00406597355855523	0.344273081006869	0.377	0.27	1	"2"	"FTH1P2"
"ABCF1"	0.004149005052644	0.387256394770522	0.368	0.25	1	"2"	"ABCF1"
"ICOS"	0.00420614636179063	0.274459284637182	0.737	0.621	1	"2"	"ICOS"
"TLE31"	0.00424183380639254	0.340838221877231	0.561	0.435	1	"2"	"TLE3"
"CCDC61"	0.00430925699931117	0.435295410484399	0.289	0.186	1	"2"	"CCDC6"
"GNL3"	0.00434821312771502	0.425107402188097	0.281	0.173	1	"2"	"GNL3"
"HAUS3"	0.00436991316467621	0.47591442308932	0.281	0.178	1	"2"	"HAUS3"
"PROSC"	0.00447078512002094	0.397864571831291	0.263	0.156	1	"2"	"PROSC"
"SEC61B1"	0.00451380495680679	0.318992404124516	0.491	0.394	1	"2"	"SEC61B"
"RP11-78A19.3"	0.00454595200777326	0.44057205091387	0.342	0.233	1	"2"	"RP11-78A19.3"
"PGGT1B"	0.00456472065548847	0.369987176518348	0.263	0.157	1	"2"	"PGGT1B"
"RRP7B"	0.00459006326029856	0.306292421972672	0.316	0.193	1	"2"	"RRP7B"
"CYLD1"	0.00464380187853713	0.35896430371484	0.509	0.397	1	"2"	"CYLD"
"LEPROTL1"	0.00468263351768228	0.252382535589872	0.649	0.573	1	"2"	"LEPROTL1"
"GLUD1"	0.0047112372143412	0.396075259481668	0.281	0.174	1	"2"	"GLUD1"
"UBXN7"	0.00474458484457461	0.512846657892174	0.272	0.173	1	"2"	"UBXN7"
"STRAP"	0.00474703147667741	0.341149645644799	0.474	0.363	1	"2"	"STRAP"
"LIMS11"	0.00480347988255132	0.318195435615915	0.579	0.477	1	"2"	"LIMS1"
"LRPPRC"	0.00483191434006251	0.415526944107664	0.333	0.22	1	"2"	"LRPPRC"
"RRP7A"	0.00499506595211263	0.366878027587887	0.377	0.255	1	"2"	"RRP7A"
"NCAPH2"	0.00505996884779031	0.462854454001664	0.254	0.154	1	"2"	"NCAPH2"
"EHD4"	0.00517886277632054	0.394492074969291	0.263	0.16	1	"2"	"EHD4"
"AC083873.4"	0.00539827204518987	0.265800078046006	0.272	0.172	1	"2"	"AC083873.4"
"C1orf52"	0.00540804852910168	0.431099155329716	0.254	0.152	1	"2"	"C1orf52"
"NUFIP2"	0.00543745182017821	0.35887106175263	0.395	0.274	1	"2"	"NUFIP2"
"PSMD131"	0.00545943632774379	0.332636000174785	0.535	0.405	1	"2"	"PSMD13"
"CCT21"	0.0056186164794123	0.388010446835094	0.342	0.235	1	"2"	"CCT2"
"NRAS"	0.0056382577758921	0.381835056735696	0.281	0.171	1	"2"	"NRAS"
"ABHD3"	0.00564936865091047	0.372748521018117	0.325	0.214	1	"2"	"ABHD3"
"GNA13"	0.00574494520717403	0.343169970659194	0.368	0.242	1	"2"	"GNA13"
"GOLT1B"	0.00586137450830888	0.454251188156597	0.254	0.151	1	"2"	"GOLT1B"
"HTATIP2"	0.00590174963620343	0.427318834628629	0.351	0.237	1	"2"	"HTATIP2"
"HLA-DRB6"	0.00592706165443236	0.285519816438109	0.553	0.403	1	"2"	"HLA-DRB6"
"UBR2"	0.00598476332370578	0.318848402651255	0.588	0.433	1	"2"	"UBR2"
"CTB-43P18.1"	0.00604480316907564	0.331505761200545	0.509	0.366	1	"2"	"CTB-43P18.1"
"C11orf73"	0.00604833700558302	0.427908052947243	0.325	0.208	1	"2"	"C11orf73"
"TIAM11"	0.00608058709323448	0.314598511749775	0.535	0.396	1	"2"	"TIAM1"
"SAR1B"	0.00611519768171011	0.355479548193419	0.518	0.398	1	"2"	"SAR1B"
"ACOT9"	0.00637989371865081	0.39237992208965	0.351	0.239	1	"2"	"ACOT9"
"ARID5A"	0.00646308371198272	0.299488231390377	0.561	0.431	1	"2"	"ARID5A"
"NAPA"	0.00657260359226163	0.275314887356007	0.623	0.472	1	"2"	"NAPA"
"CNOT21"	0.00665607019385897	0.284774001416122	0.623	0.511	1	"2"	"CNOT2"
"PSMD12"	0.00705755739116897	0.321837785075946	0.404	0.274	1	"2"	"PSMD12"
"SETD5"	0.00729634661778958	0.380748737324968	0.368	0.254	1	"2"	"SETD5"
"ARL8B"	0.00730411849421336	0.394774892704798	0.377	0.259	1	"2"	"ARL8B"
"HLA-DRB1"	0.00757134308816136	0.322895625959295	0.658	0.511	1	"2"	"HLA-DRB1"
"SAP30BP"	0.00794891089404093	0.40327525798518	0.386	0.28	1	"2"	"SAP30BP"
"ZCCHC6"	0.00799564526859476	0.372046321389949	0.465	0.354	1	"2"	"ZCCHC6"
"C19orf10"	0.00817602705512656	0.390645834303659	0.368	0.27	1	"2"	"C19orf10"
"RP11-390F4.8"	0.00824057348712919	0.448759367276696	0.272	0.176	1	"2"	"RP11-390F4.8"
"MTCH1"	0.00844380935240545	0.420420399422151	0.325	0.225	1	"2"	"MTCH1"
"SIK3"	0.00849964962414663	0.473707022790262	0.254	0.166	1	"2"	"SIK3"
"SUPT5H"	0.00861738784990699	0.299065768908727	0.64	0.507	1	"2"	"SUPT5H"
"PPP6C"	0.00867462627049709	0.32485288757816	0.43	0.298	1	"2"	"PPP6C"
"C14orf166"	0.00899353892444196	0.376438677476636	0.491	0.358	1	"2"	"C14orf166"
"GTPBP1"	0.00905142922721294	0.363374415136458	0.482	0.379	1	"2"	"GTPBP1"
"VPS37B"	0.00907497147364982	0.373529916928275	0.404	0.297	1	"2"	"VPS37B"
"HIGD2A"	0.00926335070407008	0.31212046824793	0.544	0.416	1	"2"	"HIGD2A"
"PTPN22"	0.00961847373617989	0.268983677107459	0.632	0.52	1	"2"	"PTPN22"
"REV3L"	0.0097242565606118	0.378344935372367	0.298	0.197	1	"2"	"REV3L"
"KBTBD2"	0.00984259942446921	0.441568145953199	0.316	0.218	1	"2"	"KBTBD2"
"VDAC11"	0.0099483037567895	0.334178057956131	0.535	0.422	1	"2"	"VDAC1"
"FOXP31"	1.37534106510674e-34	1.13046958537299	0.955	0.4	3.65331847124303e-30	"3"	"FOXP3"
"CRADD"	4.42932217775874e-30	1.46159340393261	0.545	0.124	1.17656085007806e-25	"3"	"CRADD"
"CCR8"	6.38944807954484e-30	1.34709538992113	0.705	0.207	1.6972290933695e-25	"3"	"CCR8"
"IL1R2"	5.20770525858871e-29	1.52812538215423	0.384	0.062	1.38332274783892e-24	"3"	"IL1R2"
"IL2RA"	2.3723648440504e-27	1.24944609271049	0.759	0.272	6.30171273525108e-23	"3"	"IL2RA"
"IKZF2"	2.61355495588007e-23	0.984525091009352	0.795	0.289	6.94238602930424e-19	"3"	"IKZF2"
"TNFRSF8"	3.21354040156439e-22	1.19650727636724	0.286	0.044	8.5361273686755e-18	"3"	"TNFRSF8"
"S100A4"	3.41042023559038e-22	0.528838008670942	1	0.72	9.05909927179873e-18	"3"	"S100A4"
"AC017002.1"	3.79309589383131e-22	1.00906429555645	0.839	0.378	1.00756006227841e-17	"3"	"AC017002.1"
"TNFRSF1B"	5.91432429814191e-22	0.732474389384935	0.964	0.61	1.57102196331543e-17	"3"	"TNFRSF1B"
"TNFRSF9"	8.24035949861469e-21	1.13310845155866	0.589	0.192	2.18888669361702e-16	"3"	"TNFRSF9"
"IL1R1"	2.34096605022108e-20	1.05746389289124	0.384	0.087	6.21830811920225e-16	"3"	"IL1R1"
"BATF"	4.09394316866322e-20	0.713048649414681	0.946	0.615	1.08747412389201e-15	"3"	"BATF"
"CCND2"	4.76671786160664e-20	0.786142427620912	0.929	0.609	1.26618326557857e-15	"3"	"CCND2"
"HNRNPA1P21"	5.06856001864524e-20	1.21472919682728	0.473	0.131	1.34636159775274e-15	"3"	"HNRNPA1P21"
"POU2F2"	9.64965595951657e-19	0.942831917182409	0.607	0.221	2.56323811252639e-14	"3"	"POU2F2"
"GLRX"	3.33543106714492e-18	0.987936408569756	0.723	0.304	8.85990554365705e-14	"3"	"GLRX"
"PDGFA"	3.58131162194589e-18	0.844958553251493	0.384	0.092	9.51303806137488e-14	"3"	"PDGFA"
"TNFRSF181"	6.81823334978485e-18	0.679960875757963	0.938	0.584	1.81112732470335e-13	"3"	"TNFRSF18"
"IL2RB"	8.14972270511962e-18	0.624865227752007	0.982	0.675	2.16481084216092e-13	"3"	"IL2RB"
"LGALS3"	3.4513152453396e-17	1.07739994871593	0.616	0.246	9.16772868619558e-13	"3"	"LGALS3"
"CARD16"	3.76417232516753e-17	0.944463300214863	0.786	0.363	9.99877094734251e-13	"3"	"CARD16"
"ENO1"	6.65078316868228e-17	0.357068580544142	1	0.837	1.76664753309708e-12	"3"	"ENO1"
"F5"	8.41126505766281e-17	0.973176758037207	0.625	0.259	2.23428433726697e-12	"3"	"F5"
"IL12RB2"	2.59459865655894e-16	0.965601551423418	0.67	0.303	6.89203241141752e-12	"3"	"IL12RB2"
"CXCR6"	3.89133148255683e-16	0.964244361992777	0.75	0.341	1.03365438171157e-11	"3"	"CXCR6"
"ID3"	7.38054103334149e-16	1.09628608029222	0.464	0.152	1.9604931146865e-11	"3"	"ID3"
"CREB3L2"	1.10679641254901e-15	0.838496336978867	0.723	0.322	2.93998331065393e-11	"3"	"CREB3L2"
"MZB1"	1.91192498424658e-15	1.15847639019922	0.348	0.09	5.0786463356542e-11	"3"	"MZB1"
"LAYN1"	1.94988062654481e-15	1.02654303386012	0.536	0.192	5.17946790829098e-11	"3"	"LAYN"
"IL21R"	2.50671701176614e-15	0.880869945995218	0.723	0.345	6.6585923983544e-11	"3"	"IL21R"
"SYNGR2"	7.06520433244108e-15	0.672895492790431	0.866	0.52	1.87673022682632e-10	"3"	"SYNGR2"
"IL12RB1"	1.08939167907328e-14	0.942159658993889	0.58	0.234	2.89375111712236e-10	"3"	"IL12RB1"
"PKM"	1.1928306163094e-14	0.376276927098136	1	0.847	3.16851596610265e-10	"3"	"PKM"
"LTB"	1.60682948328584e-14	0.711092106508858	0.902	0.518	4.26822115645217e-10	"3"	"LTB"
"GAPDHP1"	2.24416762716314e-14	0.505892272148265	0.893	0.601	5.96118246803344e-10	"3"	"GAPDHP1"
"CTSC"	3.70782871288912e-14	0.774483078114071	0.848	0.488	9.84910541004737e-10	"3"	"CTSC"
"CTLA4"	4.22600916266665e-14	0.563389887346797	0.955	0.716	1.12255481387914e-09	"3"	"CTLA4"
"TSPAN13"	5.01697141977845e-14	0.977997500695599	0.259	0.058	1.33265811823575e-09	"3"	"TSPAN13"
"CD27"	5.14372372042586e-14	0.677820876026376	0.92	0.555	1.36632733185672e-09	"3"	"CD27"
"MYO1G"	7.61659350529402e-14	0.821133022667545	0.696	0.321	2.02319573281125e-09	"3"	"MYO1G"
"IFI6"	1.08046055081223e-13	0.73631693631144	0.848	0.522	2.87002736112252e-09	"3"	"IFI6"
"SERPINB9"	1.80537616122815e-13	0.533365715335652	0.946	0.706	4.79562069707033e-09	"3"	"SERPINB9"
"TP53I11"	2.0893331908544e-13	0.966221947767096	0.277	0.069	5.54989575486654e-09	"3"	"TP53I11"
"AC145110.1"	2.31364976499286e-13	0.903642715458688	0.366	0.113	6.14574787075052e-09	"3"	"AC145110.1"
"FYCO1"	2.60667832740022e-13	0.874215702481206	0.509	0.195	6.92411964107321e-09	"3"	"FYCO1"
"DESI1"	4.49845540509978e-13	0.949169822821547	0.482	0.18	1.19492470925666e-08	"3"	"DESI1"
"ATP1B1"	7.71780120410503e-13	0.797469818043284	0.464	0.175	2.05007953384642e-08	"3"	"ATP1B1"
"FAM53B"	9.16221422089926e-13	0.714147496979637	0.768	0.415	2.43375896349747e-08	"3"	"FAM53B"
"ACTBP2"	9.1778603735923e-13	0.482069922599732	0.848	0.567	2.43791505103732e-08	"3"	"ACTBP2"
"DENND6B"	1.20309547553501e-12	0.919705050096856	0.295	0.081	3.19578251166365e-08	"3"	"DENND6B"
"NGFRAP1"	2.37965467866798e-12	1.01708598710744	0.304	0.083	6.32107672294575e-08	"3"	"NGFRAP1"
"NPTN"	3.19104209614802e-12	0.844958062502785	0.562	0.253	8.47636511999798e-08	"3"	"NPTN"
"MOB3A"	3.75868065968484e-12	0.779155037694045	0.768	0.419	9.98418343632084e-08	"3"	"MOB3A"
"TMEM154"	5.2402171437388e-12	0.859959158017651	0.5	0.206	1.39195887989134e-07	"3"	"TMEM154"
"LTA"	7.16139779218216e-12	0.949129937494456	0.482	0.198	1.90228209553735e-07	"3"	"LTA"
"LGALS1"	1.83198755112515e-11	0.954565450730599	0.482	0.194	4.86630853205374e-07	"3"	"LGALS1"
"CEACAM1"	2.24539552335905e-11	0.905206943079209	0.304	0.088	5.96444412869865e-07	"3"	"CEACAM1"
"PGAM11"	2.93806182908628e-11	0.548076583995776	0.938	0.629	7.80437363660188e-07	"3"	"PGAM1"
"LMCD1"	3.1916583341101e-11	0.94264740036098	0.286	0.079	8.47800203289666e-07	"3"	"LMCD1"
"C15orf53"	3.39228277982878e-11	0.648692982114663	0.295	0.089	9.01092074805918e-07	"3"	"C15orf53"
"SH2D2A"	4.08992300624485e-11	0.556612550073811	0.911	0.624	1.08640624814882e-06	"3"	"SH2D2A"
"XIST1"	4.28769156098877e-11	0.903306832696121	0.527	0.258	1.13893950934545e-06	"3"	"XIST"
"TXNDC17"	5.53693566768177e-11	0.996746452624827	0.384	0.138	1.47077622140631e-06	"3"	"TXNDC17"
"S100A6"	6.80165499801595e-11	0.627509036190477	0.875	0.532	1.80672361712298e-06	"3"	"S100A6"
"TMEM14A"	7.24173537161525e-11	0.923481385251656	0.321	0.099	1.92362216676216e-06	"3"	"TMEM14A"
"VAMP81"	7.47141402325602e-11	0.768200275684399	0.705	0.358	1.9846317069975e-06	"3"	"VAMP8"
"NAMPT"	7.60330991800242e-11	0.659202818480591	0.812	0.505	2.01966721351898e-06	"3"	"NAMPT"
"CD7"	9.0542083541013e-11	0.530674440777149	0.92	0.64	2.40506936509993e-06	"3"	"CD7"
"DNPH1"	1.08165978846318e-10	0.755954059517812	0.759	0.406	2.87321289609475e-06	"3"	"DNPH1"
"CTSS"	1.2418236878737e-10	0.827102846457422	0.643	0.327	3.29865626209891e-06	"3"	"CTSS"
"CCR5"	1.45448485864725e-10	0.86117151485241	0.554	0.257	3.8635481300247e-06	"3"	"CCR5"
"TNS3"	1.45674533607849e-10	0.814500132168839	0.259	0.075	3.86955263622529e-06	"3"	"TNS3"
"SAT1"	1.46340120705065e-10	0.296709230243128	0.991	0.849	3.88723262628864e-06	"3"	"SAT1"
"ACP5"	1.52665264437222e-10	0.855031823160034	0.58	0.264	4.05524741924592e-06	"3"	"ACP5"
"UBASH3B"	1.58781433563412e-10	0.827770404712789	0.375	0.138	4.21771121974491e-06	"3"	"UBASH3B"
"AC017002.2"	1.63435439972631e-10	0.704933311769321	0.527	0.239	4.34133559199299e-06	"3"	"AC017002.2"
"CXCR3"	1.67404060159357e-10	0.660636002613262	0.795	0.472	4.446754050013e-06	"3"	"CXCR3"
"ERI1"	1.81181882996995e-10	0.802616414963663	0.464	0.187	4.81273435804917e-06	"3"	"ERI1"
"ZBTB32"	1.86791226560285e-10	0.807891418891612	0.304	0.092	4.96173535112084e-06	"3"	"ZBTB32"
"ARPC1B"	1.9368361532317e-10	0.32197320428853	0.991	0.818	5.14481787382938e-06	"3"	"ARPC1B"
"SKAP2"	2.02107762779283e-10	0.863511266294117	0.304	0.097	5.36858850270611e-06	"3"	"SKAP2"
"RHOC"	2.42898486508641e-10	0.806806857759252	0.661	0.32	6.45211249712904e-06	"3"	"RHOC"
"BANP"	3.75043334562589e-10	0.811470563379321	0.473	0.21	9.96227609598605e-06	"3"	"BANP"
"ADTRP"	3.82826001585707e-10	0.883014244760355	0.286	0.09	1.01690070801211e-05	"3"	"ADTRP"
"ARID3B"	3.98744603244738e-10	0.736316524906782	0.455	0.194	1.059185289599e-05	"3"	"ARID3B"
"PCED1B"	4.02472935060285e-10	0.643239325392234	0.759	0.451	1.06908885740063e-05	"3"	"PCED1B"
"KCNN4"	4.57409170723182e-10	0.883824935685871	0.402	0.161	1.21501598019199e-05	"3"	"KCNN4"
"GBP2"	4.60087629303118e-10	0.514931465334432	0.929	0.636	1.22213076971787e-05	"3"	"GBP2"
"ICOS1"	5.11716419813316e-10	0.582503175698247	0.911	0.602	1.35927232595011e-05	"3"	"ICOS"
"RP11-603B24.1"	7.04621595686083e-10	0.874545605899613	0.304	0.096	1.87168634462094e-05	"3"	"RP11-603B24.1"
"PSMA5"	7.65058504047493e-10	0.654845557220106	0.768	0.474	2.03222490430136e-05	"3"	"PSMA5"
"ATP5C11"	9.37159433686804e-10	0.719323049588727	0.732	0.406	2.48937660370226e-05	"3"	"ATP5C1"
"PHLDA1"	9.93044875043082e-10	0.561457361654212	0.857	0.536	2.63782510157694e-05	"3"	"PHLDA1"
"NAMPTL1"	1.02119893501564e-09	0.705527877060738	0.643	0.36	2.71261073108206e-05	"3"	"NAMPTL"
"KDM2B"	1.0917060937316e-09	0.723369603048902	0.536	0.252	2.89989889677926e-05	"3"	"KDM2B"
"TRAF3"	1.4239649587222e-09	0.693011108298158	0.607	0.316	3.78247811985377e-05	"3"	"TRAF3"
"MICAL2"	1.51669338390071e-09	0.717527240921749	0.58	0.285	4.02879263565546e-05	"3"	"MICAL2"
"NBEAL2"	1.63014001562288e-09	0.551524743702148	0.705	0.377	4.33014092349906e-05	"3"	"NBEAL2"
"APOBEC3D"	1.63703264944511e-09	0.613341101633751	0.741	0.447	4.34844982672105e-05	"3"	"APOBEC3D"
"ORMDL3"	1.71889686750674e-09	0.861414002655926	0.375	0.142	4.56590574915815e-05	"3"	"ORMDL3"
"EBI3"	1.89137532754497e-09	0.747024590580447	0.25	0.073	5.02406028255771e-05	"3"	"EBI3"
"CUL9"	2.06344265003527e-09	0.795431070004213	0.473	0.222	5.48112271128868e-05	"3"	"CUL9"
"TNFRSF41"	2.22296194654547e-09	0.608895120343667	0.768	0.487	5.90485381860874e-05	"3"	"TNFRSF4"
